"video_id","count","date"
1967,44,"2015-01-07"
2866,1080386,"2015-01-15"
169,2609,"2015-01-12"
793,110113,"2015-01-04"
1166,37384,"2015-01-13"
2920,251,"2015-01-03"
2298,130271,"2015-01-14"
2285,81,"2015-01-02"
2241,6071,"2015-01-04"
299,452128,"2015-01-05"
676,59430,"2015-01-08"
445,661,"2015-01-02"
694,81903,"2015-01-13"
2670,2753629,"2015-01-03"
1872,2498,"2015-01-02"
1770,154,"2015-01-10"
2935,33622,"2015-01-15"
409,531879,"2015-01-13"
480,250250,"2015-01-10"
672,436953,"2015-01-06"
1073,751583,"2015-01-01"
130,2233666,"2015-01-10"
926,845477,"2015-01-12"
775,2211950,"2015-01-15"
1837,63529,"2015-01-06"
2230,528,"2015-01-01"
2579,98015,"2015-01-08"
494,2410,"2015-01-08"
800,38745,"2015-01-08"
2627,539830,"2015-01-14"
660,14692,"2015-01-04"
1018,60,"2015-01-15"
2922,2012855,"2015-01-02"
1880,1838931,"2015-01-01"
1979,2433459,"2015-01-15"
736,209907,"2015-01-11"
1112,407884,"2015-01-02"
1311,2348847,"2015-01-06"
2664,2217,"2015-01-04"
571,75,"2015-01-02"
2600,259825,"2015-01-13"
1540,838285,"2015-01-03"
201,110,"2015-01-05"
118,98343,"2015-01-09"
2835,24334,"2015-01-04"
246,132,"2015-01-09"
364,51699,"2015-01-10"
2283,704091,"2015-01-04"
774,15,"2015-01-04"
1944,564353,"2015-01-07"
2038,3047,"2015-01-02"
1593,86924,"2015-01-12"
1422,2761844,"2015-01-14"
1000,19080,"2015-01-07"
1498,3850,"2015-01-06"
1121,1667574,"2015-01-06"
2380,84032,"2015-01-08"
1069,114,"2015-01-15"
2942,71,"2015-01-05"
2881,1094370,"2015-01-06"
1620,19299,"2015-01-07"
1705,156112,"2015-01-07"
177,49383,"2015-01-09"
1092,1283948,"2015-01-14"
1743,50,"2015-01-13"
808,70213,"2015-01-15"
2822,82,"2015-01-09"
344,237,"2015-01-01"
1898,186646,"2015-01-02"
2536,379968,"2015-01-08"
698,1920140,"2015-01-07"
2695,125991,"2015-01-11"
2961,2190792,"2015-01-01"
127,49,"2015-01-15"
316,520969,"2015-01-06"
2145,1234027,"2015-01-01"
1918,121512,"2015-01-11"
1693,151,"2015-01-07"
1124,707247,"2015-01-07"
1918,100481,"2015-01-14"
169,2144,"2015-01-11"
2327,2969462,"2015-01-09"
2941,218911,"2015-01-10"
2929,186653,"2015-01-05"
1040,231,"2015-01-14"
2065,168,"2015-01-02"
929,160,"2015-01-09"
357,1033546,"2015-01-06"
621,137302,"2015-01-11"
988,63,"2015-01-10"
2775,420388,"2015-01-04"
820,140713,"2015-01-12"
808,237970,"2015-01-05"
1014,1242101,"2015-01-03"
2181,129,"2015-01-07"
1430,22701,"2015-01-15"
1994,3477,"2015-01-13"
2203,63436,"2015-01-07"
1074,9278,"2015-01-11"
2083,206900,"2015-01-13"
974,195,"2015-01-05"
2678,3851166,"2015-01-14"
859,1620446,"2015-01-04"
2977,420609,"2015-01-08"
2949,418754,"2015-01-02"
700,1801185,"2015-01-11"
1327,47,"2015-01-07"
1195,139,"2015-01-09"
1928,999340,"2015-01-12"
2719,208780,"2015-01-11"
1605,63,"2015-01-05"
2460,353455,"2015-01-13"
1378,164280,"2015-01-04"
2661,1142817,"2015-01-01"
1149,143,"2015-01-08"
875,1225513,"2015-01-11"
138,114,"2015-01-02"
1952,42158,"2015-01-15"
2062,7127,"2015-01-14"
207,3806147,"2015-01-10"
2250,20742,"2015-01-10"
571,83,"2015-01-05"
953,1963093,"2015-01-04"
230,36978,"2015-01-09"
479,446520,"2015-01-15"
539,233,"2015-01-07"
1170,986529,"2015-01-01"
2811,542067,"2015-01-08"
1255,51,"2015-01-12"
2895,13,"2015-01-07"
270,121031,"2015-01-09"
1869,1290461,"2015-01-03"
2303,22,"2015-01-01"
2828,171891,"2015-01-08"
921,28656,"2015-01-09"
207,3541076,"2015-01-01"
746,571374,"2015-01-07"
892,219,"2015-01-05"
1649,2714505,"2015-01-06"
2054,268,"2015-01-11"
2933,2177564,"2015-01-12"
2376,2855731,"2015-01-06"
1994,2621,"2015-01-15"
179,2822976,"2015-01-02"
705,370729,"2015-01-13"
1183,539203,"2015-01-12"
2265,42019,"2015-01-11"
2571,153726,"2015-01-02"
668,49403,"2015-01-14"
630,509189,"2015-01-07"
1174,106,"2015-01-11"
2656,6,"2015-01-11"
1271,1447,"2015-01-03"
2763,171053,"2015-01-10"
2230,5053,"2015-01-09"
2111,163140,"2015-01-10"
2310,638461,"2015-01-13"
2913,2262360,"2015-01-15"
2892,391921,"2015-01-04"
1325,241,"2015-01-01"
1332,272756,"2015-01-07"
2426,1236887,"2015-01-14"
1222,236,"2015-01-08"
1833,389546,"2015-01-07"
977,281,"2015-01-10"
2953,309,"2015-01-04"
956,8150,"2015-01-02"
2777,6368,"2015-01-03"
2367,2801250,"2015-01-04"
161,909610,"2015-01-08"
58,406,"2015-01-02"
525,269,"2015-01-10"
1500,241561,"2015-01-12"
72,39998,"2015-01-14"
457,1575369,"2015-01-05"
2462,13449,"2015-01-11"
322,264954,"2015-01-02"
568,2164130,"2015-01-02"
2016,114,"2015-01-05"
92,12,"2015-01-08"
2039,106,"2015-01-05"
1680,6723,"2015-01-08"
21,358875,"2015-01-12"
101,4,"2015-01-14"
2666,179,"2015-01-01"
1826,601627,"2015-01-15"
1726,175992,"2015-01-12"
533,23416,"2015-01-09"
1188,1588124,"2015-01-04"
1822,2960269,"2015-01-01"
2186,23864,"2015-01-12"
974,188,"2015-01-11"
2639,1974824,"2015-01-02"
2927,75522,"2015-01-15"
2847,284220,"2015-01-01"
27,487780,"2015-01-05"
1804,127458,"2015-01-06"
189,178,"2015-01-05"
783,48521,"2015-01-15"
1953,2266864,"2015-01-13"
539,254,"2015-01-06"
2969,1421629,"2015-01-02"
2124,1669202,"2015-01-11"
510,2506303,"2015-01-11"
964,188583,"2015-01-12"
2498,1018211,"2015-01-05"
2996,43105,"2015-01-15"
13,264267,"2015-01-14"
2068,230504,"2015-01-04"
894,274888,"2015-01-09"
895,3006783,"2015-01-12"
1107,3266,"2015-01-08"
1385,8227,"2015-01-11"
738,70786,"2015-01-09"
1750,139,"2015-01-07"
1097,2804675,"2015-01-01"
2404,634482,"2015-01-06"
2324,222509,"2015-01-01"
906,184,"2015-01-10"
1953,2183075,"2015-01-14"
1562,434446,"2015-01-03"
2668,330710,"2015-01-01"
867,179900,"2015-01-12"
1669,385099,"2015-01-09"
875,1345266,"2015-01-14"
685,20586,"2015-01-08"
912,801911,"2015-01-06"
993,1645973,"2015-01-01"
1569,85530,"2015-01-11"
899,51035,"2015-01-15"
974,176,"2015-01-12"
1472,232,"2015-01-02"
1525,354420,"2015-01-12"
1572,1346764,"2015-01-04"
2569,53207,"2015-01-13"
2901,103905,"2015-01-08"
491,2945150,"2015-01-02"
266,9897,"2015-01-12"
665,10443,"2015-01-03"
831,209,"2015-01-10"
279,114258,"2015-01-14"
533,21691,"2015-01-11"
701,32557,"2015-01-15"
1706,33418,"2015-01-07"
1037,203,"2015-01-03"
2411,459221,"2015-01-11"
909,107668,"2015-01-04"
955,207,"2015-01-02"
745,593341,"2015-01-03"
1665,166908,"2015-01-01"
2945,346867,"2015-01-12"
2159,86086,"2015-01-09"
2061,1373004,"2015-01-04"
820,127198,"2015-01-14"
2152,172360,"2015-01-03"
2661,372413,"2015-01-07"
2518,350826,"2015-01-02"
857,475173,"2015-01-01"
1175,1863307,"2015-01-10"
1014,1437866,"2015-01-01"
31,655698,"2015-01-07"
1049,5807,"2015-01-03"
657,2254754,"2015-01-06"
2480,25560,"2015-01-06"
1092,1299496,"2015-01-11"
844,116,"2015-01-10"
2590,145595,"2015-01-08"
512,8281,"2015-01-09"
1112,147775,"2015-01-10"
202,75647,"2015-01-13"
1086,913199,"2015-01-13"
2838,48019,"2015-01-14"
2514,1131642,"2015-01-01"
2722,715726,"2015-01-10"
2968,46602,"2015-01-07"
2757,1191611,"2015-01-01"
1682,1811917,"2015-01-11"
345,214345,"2015-01-08"
2553,193,"2015-01-09"
765,1214153,"2015-01-15"
869,16623,"2015-01-13"
2680,86878,"2015-01-07"
323,6397,"2015-01-05"
2275,1882602,"2015-01-15"
2968,31693,"2015-01-09"
1786,944305,"2015-01-02"
1057,845204,"2015-01-10"
2122,10,"2015-01-09"
561,1277,"2015-01-03"
1475,92,"2015-01-11"
783,272101,"2015-01-01"
2973,6348,"2015-01-13"
1796,219524,"2015-01-14"
449,2158492,"2015-01-07"
1908,168,"2015-01-08"
1590,244625,"2015-01-05"
2017,2089392,"2015-01-01"
1190,25151,"2015-01-15"
1003,482712,"2015-01-03"
1357,199337,"2015-01-06"
1492,391248,"2015-01-11"
781,1802745,"2015-01-12"
2121,3276,"2015-01-13"
735,46664,"2015-01-06"
1353,352633,"2015-01-05"
2507,412146,"2015-01-12"
2153,2891,"2015-01-05"
624,154599,"2015-01-11"
1232,405,"2015-01-03"
1790,507,"2015-01-03"
1715,4755,"2015-01-03"
1542,3376077,"2015-01-10"
1434,499591,"2015-01-07"
180,287251,"2015-01-09"
451,150,"2015-01-14"
1034,183519,"2015-01-06"
246,131,"2015-01-05"
1696,442212,"2015-01-01"
724,2726162,"2015-01-10"
600,222,"2015-01-01"
231,50008,"2015-01-11"
1863,131,"2015-01-14"
709,779161,"2015-01-03"
85,1152724,"2015-01-04"
2615,198709,"2015-01-03"
1994,10388,"2015-01-07"
2054,264,"2015-01-12"
2917,52,"2015-01-06"
1629,158947,"2015-01-01"
517,327532,"2015-01-06"
1780,3089266,"2015-01-10"
947,474360,"2015-01-07"
424,103,"2015-01-13"
2734,8204,"2015-01-10"
1620,34345,"2015-01-03"
1315,1669236,"2015-01-11"
2738,2938534,"2015-01-15"
121,226,"2015-01-06"
1606,375378,"2015-01-15"
2182,1617812,"2015-01-15"
1477,1551681,"2015-01-02"
2210,2230973,"2015-01-04"
254,396865,"2015-01-01"
1607,1764695,"2015-01-06"
1234,169897,"2015-01-02"
45,219699,"2015-01-08"
244,2795306,"2015-01-06"
1221,273,"2015-01-14"
1675,249,"2015-01-05"
411,960985,"2015-01-12"
1186,73,"2015-01-09"
2734,562,"2015-01-02"
283,268411,"2015-01-02"
2530,26816,"2015-01-07"
1164,356289,"2015-01-05"
583,85,"2015-01-01"
2399,1219073,"2015-01-09"
996,193907,"2015-01-15"
1112,77200,"2015-01-12"
390,1968969,"2015-01-04"
2664,12424,"2015-01-09"
129,99159,"2015-01-09"
1178,5427,"2015-01-01"
569,119548,"2015-01-12"
2043,71159,"2015-01-15"
2052,200481,"2015-01-03"
681,78,"2015-01-04"
2092,1063077,"2015-01-09"
603,14946,"2015-01-09"
2874,1779160,"2015-01-06"
2828,117776,"2015-01-11"
347,16049,"2015-01-07"
1904,122696,"2015-01-11"
2193,68,"2015-01-06"
1369,1354716,"2015-01-15"
1057,847515,"2015-01-09"
233,61,"2015-01-03"
499,2200211,"2015-01-08"
1722,902061,"2015-01-03"
946,316051,"2015-01-01"
110,13942,"2015-01-12"
122,20033,"2015-01-12"
2214,2538197,"2015-01-01"
216,86,"2015-01-14"
900,47149,"2015-01-11"
86,1149,"2015-01-06"
2676,104847,"2015-01-15"
2782,530550,"2015-01-09"
806,1268023,"2015-01-01"
585,50,"2015-01-03"
2361,207583,"2015-01-15"
356,262997,"2015-01-14"
142,24977,"2015-01-10"
1471,153,"2015-01-08"
1242,1479838,"2015-01-02"
584,216581,"2015-01-10"
2704,443270,"2015-01-05"
1910,317709,"2015-01-10"
2981,25221,"2015-01-03"
615,118,"2015-01-06"
2232,636346,"2015-01-07"
2671,2726165,"2015-01-03"
1614,190637,"2015-01-15"
1203,2043,"2015-01-14"
1176,5980,"2015-01-07"
2006,548265,"2015-01-02"
1464,143410,"2015-01-14"
778,1507614,"2015-01-08"
2729,5685,"2015-01-03"
544,596615,"2015-01-02"
479,853560,"2015-01-10"
359,18776,"2015-01-08"
1898,33383,"2015-01-13"
1150,489399,"2015-01-08"
775,2459981,"2015-01-08"
1404,21152,"2015-01-04"
1948,525511,"2015-01-12"
2638,391065,"2015-01-05"
1426,73,"2015-01-07"
587,3088800,"2015-01-08"
506,2371911,"2015-01-11"
2979,364755,"2015-01-15"
2069,74,"2015-01-05"
2684,2770180,"2015-01-15"
2146,173122,"2015-01-10"
572,410695,"2015-01-06"
1949,2189517,"2015-01-07"
1987,1627,"2015-01-08"
1232,211,"2015-01-01"
2279,616988,"2015-01-02"
915,1534309,"2015-01-02"
2847,331136,"2015-01-12"
1991,28065,"2015-01-15"
2984,259,"2015-01-03"
2909,89,"2015-01-04"
1775,117924,"2015-01-07"
2656,10,"2015-01-02"
2868,307,"2015-01-08"
1393,321,"2015-01-15"
2613,220421,"2015-01-11"
1898,137844,"2015-01-03"
244,2442177,"2015-01-13"
455,2083649,"2015-01-12"
1170,284211,"2015-01-08"
1208,83,"2015-01-11"
2954,803506,"2015-01-04"
2874,1816261,"2015-01-01"
997,149,"2015-01-11"
385,139926,"2015-01-07"
1582,128152,"2015-01-11"
233,58,"2015-01-02"
1273,159269,"2015-01-15"
1713,561951,"2015-01-14"
2970,4091,"2015-01-12"
139,266,"2015-01-06"
39,654936,"2015-01-15"
2518,105016,"2015-01-13"
842,518045,"2015-01-09"
151,39983,"2015-01-12"
270,11345,"2015-01-04"
1574,58,"2015-01-02"
2631,97,"2015-01-11"
2775,364494,"2015-01-05"
890,1285764,"2015-01-01"
7,498301,"2015-01-02"
2985,1169,"2015-01-02"
1593,203356,"2015-01-03"
2897,1038,"2015-01-06"
2104,893,"2015-01-02"
1002,707061,"2015-01-06"
1198,1138404,"2015-01-08"
1566,214,"2015-01-10"
58,6575,"2015-01-11"
619,6,"2015-01-06"
16,148842,"2015-01-02"
326,2345599,"2015-01-12"
490,21,"2015-01-13"
2957,139111,"2015-01-04"
105,7858,"2015-01-07"
346,461542,"2015-01-07"
593,2737,"2015-01-09"
1823,1224347,"2015-01-05"
335,1130267,"2015-01-01"
2767,1270502,"2015-01-04"
671,4104,"2015-01-08"
1722,1360266,"2015-01-01"
556,36113,"2015-01-05"
1140,228329,"2015-01-04"
571,80,"2015-01-03"
78,90,"2015-01-06"
988,65,"2015-01-04"
862,83,"2015-01-01"
890,488988,"2015-01-08"
619,3,"2015-01-14"
1973,240512,"2015-01-05"
71,1940353,"2015-01-02"
394,11840,"2015-01-10"
2223,8564,"2015-01-03"
1232,1538,"2015-01-09"
2580,67303,"2015-01-09"
643,340,"2015-01-14"
2952,3589684,"2015-01-11"
729,225548,"2015-01-09"
2890,552949,"2015-01-03"
1930,8995,"2015-01-07"
676,142413,"2015-01-05"
2908,38151,"2015-01-14"
2025,570,"2015-01-08"
539,204,"2015-01-03"
1815,322218,"2015-01-06"
2792,115599,"2015-01-05"
254,116370,"2015-01-09"
114,1281,"2015-01-04"
38,125,"2015-01-08"
2320,699750,"2015-01-05"
2909,63,"2015-01-11"
2813,512082,"2015-01-13"
1415,433458,"2015-01-12"
1614,281358,"2015-01-07"
2962,136800,"2015-01-07"
993,2015032,"2015-01-13"
1440,133739,"2015-01-08"
1255,48,"2015-01-03"
521,451998,"2015-01-04"
1068,668028,"2015-01-11"
2053,2915766,"2015-01-12"
325,1181954,"2015-01-02"
2170,3097232,"2015-01-01"
517,369521,"2015-01-09"
2540,1385792,"2015-01-12"
471,3174,"2015-01-03"
1449,122212,"2015-01-15"
2047,761880,"2015-01-15"
66,88518,"2015-01-13"
2837,1155568,"2015-01-07"
1010,25905,"2015-01-11"
2002,112590,"2015-01-12"
1195,124,"2015-01-01"
2356,78288,"2015-01-13"
2687,1093393,"2015-01-11"
433,634534,"2015-01-08"
1012,624,"2015-01-06"
1458,314488,"2015-01-13"
1624,226,"2015-01-09"
383,78045,"2015-01-14"
168,116,"2015-01-02"
1619,66,"2015-01-15"
2854,75995,"2015-01-13"
2298,445309,"2015-01-06"
1772,3084152,"2015-01-10"
1927,38462,"2015-01-09"
2647,2418039,"2015-01-02"
1758,910158,"2015-01-11"
1943,763433,"2015-01-03"
2438,1714575,"2015-01-13"
2297,185,"2015-01-01"
2754,136274,"2015-01-01"
2120,772694,"2015-01-09"
2746,2422592,"2015-01-09"
2802,366019,"2015-01-01"
2301,27465,"2015-01-05"
2062,7334,"2015-01-15"
412,2368342,"2015-01-15"
1729,36,"2015-01-01"
602,138280,"2015-01-15"
582,1980,"2015-01-05"
486,27001,"2015-01-10"
2576,445439,"2015-01-07"
1833,377933,"2015-01-06"
2538,798628,"2015-01-01"
647,29349,"2015-01-14"
411,1355582,"2015-01-05"
1600,576384,"2015-01-03"
1656,6006,"2015-01-14"
1004,366,"2015-01-11"
2790,109904,"2015-01-06"
2993,292605,"2015-01-08"
754,284060,"2015-01-11"
3,2122321,"2015-01-06"
2071,89161,"2015-01-10"
2211,384985,"2015-01-10"
782,387214,"2015-01-10"
1080,226,"2015-01-02"
2143,317759,"2015-01-05"
2063,227554,"2015-01-07"
2818,140,"2015-01-09"
295,542919,"2015-01-11"
2081,573843,"2015-01-14"
2015,1499956,"2015-01-03"
269,2588253,"2015-01-10"
2799,4338,"2015-01-06"
1803,10431,"2015-01-15"
2144,1372,"2015-01-02"
292,3181044,"2015-01-11"
2514,444221,"2015-01-12"
1764,366702,"2015-01-04"
691,168,"2015-01-15"
1497,61975,"2015-01-05"
1058,19,"2015-01-06"
2726,376949,"2015-01-03"
2002,357877,"2015-01-03"
1603,2579257,"2015-01-13"
559,2176691,"2015-01-03"
2489,516948,"2015-01-05"
2118,3046084,"2015-01-15"
1886,46655,"2015-01-03"
1341,46,"2015-01-03"
2111,635746,"2015-01-03"
2223,285694,"2015-01-13"
1690,1138477,"2015-01-04"
229,2377296,"2015-01-04"
2098,2777455,"2015-01-13"
2167,1766510,"2015-01-15"
981,22958,"2015-01-08"
528,176,"2015-01-10"
905,129764,"2015-01-01"
865,50192,"2015-01-07"
1612,41,"2015-01-05"
1022,24,"2015-01-04"
220,945586,"2015-01-04"
1581,899215,"2015-01-08"
266,848,"2015-01-03"
1015,193139,"2015-01-13"
2311,1330107,"2015-01-13"
323,3583,"2015-01-02"
2296,86,"2015-01-14"
1001,243045,"2015-01-06"
1810,900750,"2015-01-06"
941,133609,"2015-01-11"
947,448349,"2015-01-04"
2011,116745,"2015-01-11"
1081,593,"2015-01-05"
2229,2799472,"2015-01-09"
2725,96945,"2015-01-15"
10,5483,"2015-01-08"
1935,358097,"2015-01-01"
71,1924335,"2015-01-04"
2399,1334205,"2015-01-11"
1033,2985082,"2015-01-05"
243,388666,"2015-01-15"
95,2596982,"2015-01-03"
1584,367159,"2015-01-09"
2111,290833,"2015-01-07"
121,205,"2015-01-08"
1605,67,"2015-01-07"
1878,1135266,"2015-01-02"
425,248,"2015-01-09"
1049,98974,"2015-01-13"
1503,156,"2015-01-10"
419,740452,"2015-01-08"
1273,39035,"2015-01-09"
2572,408889,"2015-01-03"
2960,4404,"2015-01-14"
1031,212626,"2015-01-15"
1842,464,"2015-01-04"
1304,307102,"2015-01-12"
2561,56435,"2015-01-13"
840,2388,"2015-01-11"
1654,211836,"2015-01-04"
2473,627352,"2015-01-06"
1321,9119,"2015-01-09"
413,76184,"2015-01-05"
705,460924,"2015-01-12"
2469,782117,"2015-01-02"
2860,5321,"2015-01-10"
1203,432,"2015-01-08"
1719,123105,"2015-01-13"
2222,1951,"2015-01-13"
658,50402,"2015-01-03"
1039,138,"2015-01-09"
1890,352065,"2015-01-15"
2136,2318111,"2015-01-07"
1122,142,"2015-01-05"
1233,547,"2015-01-03"
1562,165669,"2015-01-10"
1840,2466276,"2015-01-07"
69,508982,"2015-01-07"
1395,2929,"2015-01-07"
2956,1080116,"2015-01-06"
2847,294989,"2015-01-06"
2051,2551926,"2015-01-08"
1234,171904,"2015-01-06"
54,309772,"2015-01-12"
488,337815,"2015-01-03"
2965,426062,"2015-01-06"
292,2889098,"2015-01-05"
1173,115339,"2015-01-08"
2893,244353,"2015-01-07"
960,36867,"2015-01-14"
2484,134556,"2015-01-05"
158,48212,"2015-01-09"
1754,7896,"2015-01-08"
399,102543,"2015-01-09"
1319,2173314,"2015-01-06"
2551,19049,"2015-01-07"
2236,1117314,"2015-01-14"
2916,776328,"2015-01-10"
1094,1302865,"2015-01-02"
1701,376738,"2015-01-11"
1374,3031,"2015-01-03"
2722,1229608,"2015-01-06"
458,630761,"2015-01-12"
2645,1665465,"2015-01-07"
2037,638953,"2015-01-11"
2928,252,"2015-01-05"
21,625776,"2015-01-10"
2685,243,"2015-01-12"
2369,1636705,"2015-01-10"
1477,2133196,"2015-01-01"
1411,6201,"2015-01-14"
1743,63,"2015-01-04"
2159,60657,"2015-01-14"
1901,1769971,"2015-01-03"
1679,367124,"2015-01-15"
1739,16629,"2015-01-05"
1924,892945,"2015-01-01"
80,1561565,"2015-01-06"
1197,139,"2015-01-07"
2953,695,"2015-01-07"
743,321256,"2015-01-06"
995,3732,"2015-01-08"
1446,826884,"2015-01-08"
1930,10621,"2015-01-09"
580,135045,"2015-01-12"
386,82496,"2015-01-11"
78,99,"2015-01-05"
1107,7653,"2015-01-12"
2804,261656,"2015-01-10"
282,329367,"2015-01-07"
18,2141145,"2015-01-01"
125,30248,"2015-01-12"
2938,4223,"2015-01-03"
235,183,"2015-01-01"
194,54374,"2015-01-14"
1713,557184,"2015-01-01"
1466,847828,"2015-01-01"
210,279,"2015-01-02"
1700,1515525,"2015-01-11"
2867,37,"2015-01-05"
903,10,"2015-01-04"
1936,2234046,"2015-01-01"
199,2670866,"2015-01-09"
273,223331,"2015-01-09"
2527,1243,"2015-01-15"
1637,1345831,"2015-01-07"
2610,180213,"2015-01-04"
2456,145,"2015-01-15"
2367,2628207,"2015-01-07"
2084,175235,"2015-01-12"
1501,33253,"2015-01-12"
2508,451383,"2015-01-14"
1928,963212,"2015-01-04"
695,943730,"2015-01-06"
255,1746577,"2015-01-04"
1535,2691100,"2015-01-15"
410,1945355,"2015-01-01"
2100,38890,"2015-01-06"
2938,1926,"2015-01-01"
95,2915743,"2015-01-12"
2609,69026,"2015-01-11"
2160,70309,"2015-01-11"
2821,98,"2015-01-09"
2436,240725,"2015-01-10"
1982,327546,"2015-01-11"
1167,2406185,"2015-01-01"
2956,1192302,"2015-01-12"
2072,189,"2015-01-14"
313,1971580,"2015-01-15"
575,139,"2015-01-05"
957,1763,"2015-01-03"
375,1433301,"2015-01-01"
1642,2250535,"2015-01-06"
2820,251184,"2015-01-12"
649,209,"2015-01-11"
593,2357,"2015-01-08"
2372,331952,"2015-01-15"
2559,137456,"2015-01-08"
2729,6402,"2015-01-04"
2261,20994,"2015-01-08"
10,10165,"2015-01-11"
45,401606,"2015-01-03"
2405,976005,"2015-01-03"
1460,1703881,"2015-01-08"
212,472359,"2015-01-09"
2424,41,"2015-01-09"
533,21338,"2015-01-01"
2284,564757,"2015-01-11"
505,1234813,"2015-01-04"
1944,325303,"2015-01-10"
2019,2474615,"2015-01-14"
1549,2256398,"2015-01-04"
2058,71415,"2015-01-05"
2189,99641,"2015-01-11"
2580,3955,"2015-01-02"
2372,670284,"2015-01-08"
1686,572997,"2015-01-10"
2172,2205743,"2015-01-13"
1548,967810,"2015-01-08"
2924,2502,"2015-01-04"
2722,2087181,"2015-01-01"
1036,2687,"2015-01-10"
2790,57624,"2015-01-10"
622,89,"2015-01-06"
114,3440,"2015-01-08"
501,996826,"2015-01-01"
468,156016,"2015-01-03"
2796,133578,"2015-01-04"
997,182,"2015-01-07"
1002,518638,"2015-01-15"
1119,27953,"2015-01-12"
2405,1104637,"2015-01-06"
1200,1257800,"2015-01-15"
1878,773258,"2015-01-07"
868,2338298,"2015-01-06"
1223,660194,"2015-01-03"
2276,93762,"2015-01-08"
2937,122228,"2015-01-15"
953,1839199,"2015-01-08"
339,1633,"2015-01-09"
1707,216361,"2015-01-01"
1181,33374,"2015-01-14"
609,214,"2015-01-14"
1807,2019851,"2015-01-07"
1831,208546,"2015-01-02"
1818,3093522,"2015-01-14"
465,574227,"2015-01-10"
1521,33928,"2015-01-11"
2458,146122,"2015-01-13"
1467,293,"2015-01-14"
1483,60720,"2015-01-06"
2639,2359916,"2015-01-10"
893,615,"2015-01-07"
1263,185816,"2015-01-04"
671,42718,"2015-01-15"
2259,8079,"2015-01-14"
546,1612718,"2015-01-14"
310,141366,"2015-01-11"
2176,2925398,"2015-01-06"
682,631904,"2015-01-10"
1183,483246,"2015-01-13"
2805,787166,"2015-01-03"
2517,76643,"2015-01-05"
560,169,"2015-01-08"
473,231,"2015-01-14"
52,2391903,"2015-01-03"
236,262879,"2015-01-05"
336,1074417,"2015-01-03"
2682,639592,"2015-01-14"
843,3600342,"2015-01-14"
1958,117,"2015-01-01"
1033,2931489,"2015-01-06"
181,1669260,"2015-01-12"
842,498760,"2015-01-10"
573,58,"2015-01-11"
2243,2712061,"2015-01-13"
1225,639478,"2015-01-06"
1052,1488628,"2015-01-02"
1933,10109,"2015-01-10"
969,155,"2015-01-12"
1011,2645232,"2015-01-09"
2626,4098,"2015-01-10"
693,282538,"2015-01-11"
1327,45,"2015-01-03"
343,6987,"2015-01-05"
1251,2938371,"2015-01-05"
1201,135,"2015-01-15"
611,43124,"2015-01-12"
2907,62,"2015-01-04"
625,3481,"2015-01-06"
1652,1385811,"2015-01-10"
2461,108424,"2015-01-09"
82,281,"2015-01-04"
631,2301431,"2015-01-02"
1619,67,"2015-01-07"
2910,286340,"2015-01-11"
806,192678,"2015-01-15"
2530,20705,"2015-01-04"
1020,232092,"2015-01-14"
2786,2735,"2015-01-04"
814,298,"2015-01-12"
39,564561,"2015-01-11"
1266,42053,"2015-01-15"
1540,369555,"2015-01-07"
209,102202,"2015-01-08"
2721,718066,"2015-01-01"
2867,47,"2015-01-01"
2792,47123,"2015-01-10"
1059,33171,"2015-01-14"
1803,24890,"2015-01-10"
1329,872,"2015-01-05"
2380,73600,"2015-01-10"
1506,1853461,"2015-01-01"
369,1503793,"2015-01-09"
11,262667,"2015-01-09"
2935,34212,"2015-01-14"
1035,69,"2015-01-13"
2170,3273122,"2015-01-02"
460,62896,"2015-01-09"
2848,656965,"2015-01-02"
2045,270,"2015-01-05"
1299,11032,"2015-01-15"
4,2879934,"2015-01-11"
759,91666,"2015-01-06"
2674,321485,"2015-01-01"
202,92012,"2015-01-10"
278,307,"2015-01-02"
801,124893,"2015-01-11"
2930,90084,"2015-01-13"
2356,197860,"2015-01-06"
1983,2025148,"2015-01-03"
572,486398,"2015-01-02"
2931,2955165,"2015-01-10"
2053,2730823,"2015-01-14"
265,132,"2015-01-08"
1147,71510,"2015-01-15"
987,1692559,"2015-01-08"
842,557675,"2015-01-08"
2955,2500465,"2015-01-06"
1023,164027,"2015-01-14"
1091,466070,"2015-01-02"
2484,56887,"2015-01-10"
1788,39117,"2015-01-12"
1893,2689232,"2015-01-03"
9,337,"2015-01-04"
584,517007,"2015-01-03"
1875,2365225,"2015-01-02"
1473,2042411,"2015-01-12"
929,147,"2015-01-14"
2146,1436351,"2015-01-01"
1374,12289,"2015-01-08"
1315,1938669,"2015-01-05"
1434,368389,"2015-01-08"
441,1425074,"2015-01-08"
2305,2397446,"2015-01-12"
2051,2238676,"2015-01-02"
1524,2756224,"2015-01-06"
1899,70643,"2015-01-11"
1030,14438,"2015-01-08"
2314,299864,"2015-01-14"
1974,99965,"2015-01-15"
2168,71923,"2015-01-01"
1876,172897,"2015-01-11"
235,195,"2015-01-07"
845,410697,"2015-01-14"
888,182,"2015-01-11"
31,663503,"2015-01-09"
1090,2757469,"2015-01-09"
490,22,"2015-01-14"
480,235766,"2015-01-11"
1731,13861,"2015-01-06"
926,51970,"2015-01-06"
302,6584,"2015-01-10"
538,46241,"2015-01-15"
2183,702245,"2015-01-05"
